0,retail,mandi,arrival,events
2006-04-07,1000.000018865814,325.0,1017.0,0
2006-04-08,1000.0000462795281,328.5469543147208,1547.0,0
2006-04-09,1000.0000890861763,330.0,2436.0,0
2006-04-10,1000.0001498400572,320.0,301.0,0
2006-04-11,1000.0002310954677,250.0,5393.0,0
2006-04-12,1000.0003354067053,238.3427657480315,4015.0,0
2006-04-13,1000.0004653280678,230.61023622047244,3862.3749126396287,0
2006-04-14,1000.0006234138527,226.32258858267718,3798.653664869291,0
2006-04-15,1000.0008122183577,225.0,3666.0,0
2006-04-16,1000.0010342958801,230.0,2685.2521597025448,0
2006-04-17,1000.0012922007173,235.0,1689.0,0
2006-04-18,1000.0015884871676,235.0,1532.0,0
2006-04-19,1000.001925709528,230.0,1600.0,0
2006-04-20,1000.0023064220957,230.0,1411.0,0
2006-04-21,1000.0027331791687,230.0,1478.0,0
2006-04-22,1000.0032085350447,230.0,1264.0,0
2006-04-23,1000.0037350440213,227.5,1564.5,0
2006-04-24,1000.0043152603952,225.0,1865.0,0
2006-04-25,1000.0049517384648,225.0,1137.0,0
2006-04-26,1000.0056470325276,275.0,1246.0,0
2006-04-27,1000.0064036968813,270.0,1239.0,0
2006-04-28,1000.0072242858224,295.0,1765.0,0
2006-04-29,1000.0081113536496,318.90838206627683,2032.0,0
2006-04-30,1000.0090674546595,340.5653021442496,1734.0,0
2006-05-01,1000.0100951431508,350.0,1436.0,0
2006-05-02,1000.0111969734199,347.4,1438.3190883190882,0
2006-05-03,1000.0123754997653,341.2,1445.5270655270654,0
2006-05-04,1000.013633276484,333.8,1458.0,0
2006-05-05,1000.0149728578737,327.6,1524.0,0
2006-07-02,1000.3200444327257,240.0,1029.0,1
2006-07-03,1000.3307315963693,245.0,1335.0,1
2006-07-04,1000.3416538225367,269.1003207932341,1740.0,1
2006-07-05,1000.352813665526,305.939049285506,1311.0,1
2006-07-06,1000.3642136796342,325.0,882.0,1
2006-07-07,1000.3758564191589,310.0,1747.0,1
2006-07-08,1000.3877444383986,290.0,1641.0,1
2006-07-09,1000.3998802916497,240.0,1200.0,1
2006-07-10,1000.41226653321,251.25,2927.5,1
2006-07-11,1000.4249057173777,270.0,4655.0,1
2006-07-12,1000.4378003984496,288.75,3011.2009884678746,1
2006-07-13,1000.4509531307235,300.0,1167.0,1
2006-07-14,1000.4643664684967,225.0,919.0,1
2006-07-15,1000.4780429660676,236.60130718954247,967.4814814814816,1
2006-07-16,1000.4919851777333,264.8692810457516,1057.5185185185185,1
2006-07-17,1000.5061956577904,300.0,1106.0,1
2006-07-18,1000.5206769605377,350.0,861.0,1
2006-07-19,1000.5354316402723,370.0,900.0,1
2006-07-20,1000.5504622512923,325.0,1384.0,1
2006-07-21,1000.5657713478944,310.0,1437.0,1
2006-07-22,1000.5813614843762,250.0,1458.0,1
2006-07-23,1000.597235215036,257.1428571428571,1340.7471830985914,1
2006-07-24,1000.6133950941704,275.0,1124.0,1
2006-07-25,1000.6298436760777,325.0,889.0,1
2006-07-26,1000.6465835150557,325.0,924.0,1
2006-07-27,1000.6636171654008,275.0,832.0,1
2006-07-28,1000.6809471814114,430.0,982.0,1
2006-07-29,1000.6985761173848,310.0,1035.0,1
2006-07-30,1000.7165065276187,289.57770270270265,1148.0696544276461,1
2006-08-16,1001.0699241777643,280.0,1334.0,2
2006-08-17,1001.0937179095666,350.0,1019.0,2
2006-08-18,1001.1178616472833,357.58196721311475,5318.0,2
2006-08-19,1001.1423579452111,360.0,9617.0,2
2006-08-20,1001.1672093576477,339.25925925925924,6187.532462404724,2
2006-08-21,1001.1924184388913,300.7407407407407,2148.0,2
2006-08-22,1001.2179877432387,280.0,1355.0,2
2006-08-23,1001.2439198249878,380.0,1259.0,2
2006-08-24,1001.2702172384363,350.0,1225.0,2
2006-08-25,1001.2968825378813,280.0,1324.0,2
2006-08-26,1001.3239182776207,330.0,968.0,2
2006-08-27,1001.3513270119518,363.6538461538461,1092.5,2
2006-08-28,1001.3791112951724,380.0,1217.0,2
2006-08-29,1001.40727368158,370.0,768.0,2
2006-08-30,1001.4358167254719,316.1206896551724,756.3675347695663,2
2006-08-31,1001.4647429811464,270.0,753.0,2
2006-09-01,1001.4940550028998,300.0,2352.0,2
2006-09-02,1001.5237553450308,284.66666666666663,1625.5,2
2006-09-03,1001.5538465618364,260.0,899.0,2
2006-09-04,1001.5843312076142,237.83333333333331,4059.9999999999986,2
2006-09-05,1001.615211836662,225.0,7221.0,2
2006-09-06,1001.646491003277,275.0,1586.0,2
2006-09-07,1001.678171261757,278.8235294117647,813.1934929801853,2
2006-09-08,1001.7102551663994,280.0,559.0,2
2006-09-09,1001.742745271502,279.87754601227,2197.358860651543,2
2006-09-10,1001.775644131362,279.4326380368098,4785.0,2
2006-09-11,1001.8089543002773,278.5489570552148,6541.0,2
2006-09-12,1001.8426783325447,277.1101840490797,3630.5,2
2006-09-13,1001.876818782463,275.0,720.0,2
2006-09-28,1002.4406325715963,300.0,2491.6666666666665,3
2006-09-29,1002.481783088385,327.5,2550.0,3
2006-09-30,1002.5233934458824,340.0,1972.0,3
2006-10-01,1002.5654661983859,300.0,1598.0,3
2006-10-02,1002.6080039001927,430.0,1198.0,3
2006-10-03,1002.6510091056017,310.0,941.0,3
2006-10-04,1002.6944843689087,311.42045454545456,3328.0,3
2006-10-05,1002.7384322444119,315.45454545454544,1008.0,3
2006-10-06,1002.7828552864096,321.7613636363636,1655.5,3
2006-10-07,1002.8277560491988,330.0,2303.0,3
2006-10-08,1002.8731370870768,350.0,853.0,3
2006-10-09,1002.9190009543413,332.6343301726234,2456.130238405662,3
2006-10-10,1002.9653502052897,298.60199367858013,4678.0,3
2006-10-11,1003.0121873942203,275.0,5643.0,3
2006-10-12,1003.0595150754297,265.9359988289798,4781.5,3
2006-10-13,1003.1073358032163,257.45328740426703,3920.0,3
2006-10-14,1003.155652131877,249.55234652796773,4005.2962962962956,3
2006-10-15,1003.2044666157096,242.23365700218815,4163.703703703704,3
2006-10-16,1003.2537818090117,235.49769962903446,4249.0,3
2006-10-17,1003.3036002660804,229.34495521061268,4220.412,3
2006-10-18,1003.3539245412137,223.775904549029,4142.816,3
2006-10-19,1003.4047571887096,218.7910284463895,4028.4640000000004,3
2006-10-20,1003.4561007628647,214.3908077048003,3889.6079999999997,3
2006-10-21,1003.5079578179767,210.57572312636762,3738.5,3
2006-10-22,1003.560330908344,207.34625551319752,3587.3920000000003,3
2006-10-23,1003.6132225882634,204.7028856673961,3448.5359999999996,3
2006-10-24,1003.6666354120327,202.64609439106945,3334.184,3
2006-10-25,1003.7205719339493,201.17636248632385,3256.5879999999997,3
2006-10-26,1003.775034708311,200.2941707552653,3228.0,3
2006-11-10,1004.6568635394627,330.0,3437.0,4
2006-11-11,1004.7200937374106,321.40625,4514.28633915197,4
2006-11-12,1004.7838936108617,302.5,6005.754280687096,4
2006-11-13,1004.8482657141136,283.59375,6759.0,4
2006-11-14,1004.9132126014639,275.0,4318.0,4
2006-11-15,1004.9787368272099,287.002743484225,3210.0,4
2006-11-16,1005.04484094565,319.17009602194787,3308.0,4
2006-11-17,1005.1115275110808,365.7407407407408,3324.0,4
2006-11-18,1005.1787990778002,420.9533607681757,2634.0,4
2006-11-19,1005.2466582001058,479.0466392318245,3257.294509471739,4
2006-11-20,1005.3151074322952,534.2592592592594,3899.0,4
2006-11-21,1005.3841493286659,580.8299039780522,3920.0,4
2006-11-22,1005.4537864435156,612.997256515775,3735.186837180287,4
2006-11-23,1005.5240213311414,625.0,3474.0,4
2006-11-24,1005.5948565458414,597.6199216837982,3352.0,4
2006-11-25,1005.6662946419127,529.0504160548213,2603.0,4
2006-11-26,1005.738338173653,439.6475770925109,3236.5,4
2006-11-27,1005.8109896953599,349.76749877630937,3870.0,4
2006-11-28,1005.884251761331,279.76627508565844,2840.0,4
2006-11-29,1005.9581269258638,250.0,2298.0,4
2006-11-30,1006.0326177432561,247.3423151513595,2322.856,4
2006-12-01,1006.1077267678047,245.09561911611718,2382.128,4
2006-12-02,1006.183456553808,243.25914129024798,2452.8720000000003,4
2006-12-03,1006.259809655563,241.83211106972684,2512.144,4
2006-12-04,1006.3367886273676,240.81375785052845,2537.0,4
2006-12-05,1006.4143960235193,240.20331102862798,820.0,4
2006-12-06,1006.4926343983153,240.0,3832.0,4
2006-12-07,1006.5715063060536,362.0,1248.0,4
2006-12-08,1006.6510143010316,356.0,1246.437771975631,4
2007-01-02,1008.8529138487061,614.0145302687366,1367.1356613817782,5
2007-01-03,1008.9498566703556,615.0309429691732,1304.1104752081008,5
2007-01-04,1009.0475045452788,616.8946072024397,1235.2207593959206,5
2007-01-05,1009.1458600277733,620.0646004016704,1149.754579231225,5
2007-01-06,1009.2449256721359,625.0,1037.0,5
2007-01-07,1009.3447040326653,763.7649460484106,866.0076440827099,5
2007-01-08,1009.445197663658,1015.2158063575388,760.0,5
2007-01-09,1009.5464091194124,1150.0,2074.0,5
2007-01-10,1009.6483409542253,450.0,6882.0,5
2007-01-11,1009.7509957223947,337.79527559055117,5406.434430669236,5
2007-01-12,1009.8543759782183,300.0,3572.0,5
2007-01-13,1009.9584842759932,309.46054750402567,2895.6450999928675,5
2007-01-14,1010.0633231700173,335.82930756843797,2311.2701724353146,5
2007-01-15,1010.1688952145876,376.0869565217391,1832.6967079922965,5
2007-01-16,1010.2752029640027,427.21417069243165,1473.7461973287684,5
2007-01-17,1010.3822489725592,486.1916264090178,1248.2401311096844,5
2007-01-18,1010.4900357945547,550.0,1170.0,5
2007-01-19,1010.5985659842876,650.0,1220.0,5
2007-01-20,1010.7078420960544,650.0,1618.0,5
2007-01-21,1010.8178666841534,800.0,1706.3985200845666,5
2007-01-22,1010.9286423028816,950.0,1738.0,5
2007-01-23,1011.0401715065374,600.0,1293.0,5
2007-01-24,1011.1524568494173,623.4375,528.0,5
2007-01-25,1011.2655008858193,675.0,39.0,5
2007-01-26,1011.379306170041,726.5625,167.1104392106938,5
2007-01-27,1011.4938752563803,750.0,446.0,5
2007-01-28,1011.6092106991341,750.0,970.0297740891807,5
2007-01-29,1011.7253150526002,750.0,1610.0,5
2007-01-30,1011.842190871076,742.798353909465,2225.8618430224456,5
2007-05-03,1026.437268643177,375.0,954.0,6
2007-05-04,1026.6380671111506,550.0,1270.0,6
2007-05-05,1026.839879702401,525.0,1001.0,6
2007-05-06,1027.0427089712266,625.0,720.0,6
2007-05-07,1027.2465574719245,950.0,1140.0,6
2007-05-08,1027.4514277587923,924.3243243243244,1415.6125197119284,6
2007-05-09,1027.6573223861278,850.0,1878.0,6
2007-05-10,1027.8642439082282,450.0,7694.0,6
2007-05-11,1028.0721948793912,450.0,7535.0,6
2007-05-12,1028.2811778539142,300.0,3170.0,6
2007-05-13,1028.491195386095,356.25,2906.8184629993425,6
2007-05-14,1028.7022500302307,450.0,2670.0,6
2007-05-15,1028.91434434062,525.0,1036.0,6
2007-05-16,1029.127480871559,525.0,918.0,6
2007-05-17,1029.341662177346,525.0,1069.0,6
2007-05-18,1029.5568908122787,525.0,1173.0,6
2007-05-19,1029.7731693306544,525.0,1408.6946747159006,6
2007-05-20,1029.9905002867704,525.0,1705.791781802395,6
2007-05-21,1030.2088862349246,525.0,1852.0,6
2007-05-22,1030.4283297294144,525.0,1028.0,6
2007-05-23,1030.6488333245377,525.0,895.0,6
2007-05-24,1030.8703995745916,500.0,665.0,6
2007-05-25,1031.0930310338738,501.439144736842,791.40625,6
2007-05-26,1031.316730256682,505.9210526315789,1069.5,6
2007-05-27,1031.5414997973132,513.6924342105264,1347.5937499999998,6
2007-05-28,1031.767342210066,525.0,1474.0,6
2007-05-29,1031.9942600492368,575.0,605.0,6
2007-05-30,1032.222255869124,575.0,723.0,6
2007-05-31,1032.4513322240246,625.0,1242.0,6
2007-06-15,1036.018878671505,775.0,820.0,7
2007-06-16,1036.2655909710907,975.0,857.0,7
2007-06-17,1036.5134272287482,975.0,1452.340871778033,7
2007-06-18,1036.7623899987757,975.0,2016.0,7
2007-06-19,1037.0124818354702,975.0,1421.0,7
2007-06-20,1037.263705293129,900.0,1229.0,7
2007-06-21,1037.5160629260504,850.0,1322.0,7
2007-06-22,1037.7695572885314,850.0,627.0,7
2007-06-23,1038.0241909348697,850.0,542.0,7
2007-06-24,1038.2799664193626,850.0,939.1628413712956,7
2007-06-25,1038.5368862963085,850.0,1413.0,7
2007-06-26,1038.794953120004,950.0,1514.0,7
2007-06-27,1039.054169444747,950.0,1109.0,7
2007-06-28,1039.3145378248353,950.0,1151.0,7
2007-06-29,1039.5760608145658,950.0,905.0,7
2007-06-30,1039.8387409682366,950.0,1203.0,7
2007-07-01,1040.1025808401455,810.0,1073.111111111111,7
2007-07-02,1040.3675829845897,550.0,831.8888888888888,7
2007-07-03,1040.6337499558665,410.0,702.0,7
2007-07-04,1040.9010843082733,725.0,2304.0,7
2007-07-05,1041.1695885961085,525.0,1535.0,7
2007-07-06,1041.4392653736688,825.0,1194.0,7
2007-07-07,1041.7101171952527,950.0,1473.0,7
2007-07-08,1041.9821466151566,921.153846153846,1942.1824215909387,7
2007-07-09,1042.255356187679,850.0,2576.0,7
2007-07-10,1042.5297484671166,553.8461538461538,3657.695176188847,7
2007-07-11,1042.805326007768,300.0,4396.0,7
2007-07-12,1043.0820913639304,300.0,3915.0,7
2007-07-13,1043.3600470899007,925.0,1407.0,7
2007-07-13,1043.3600470899007,925.0,1407.0,8
2007-07-14,1043.639195739977,925.0,1620.6296296296298,8
2007-07-15,1043.9195398684567,925.0,2017.370370370371,8
2007-07-16,1044.2010820296373,925.0,2231.0,8
2007-07-17,1044.4838247778166,925.0,623.0,8
2007-07-18,1044.767770667292,1025.0,752.0,8
